Vernacular name	Scientific name	Status in Finland	Red List category in Finland	Regulatory Status	Synonyms
	Helorus ruficornis	Stable population	NT (2019)		Helorus coruscus Haliday, 1857; Helorus flavipes Kieffer, 1907
	Helorus striolatus	Stable population	LC (2019)		Helorus meridionalis Pschorn-Walcher, 1955
	Brachyserphus laeviceps		NE (2019)		Brachyserphus parvulus auct. (in part)
	Brachyserphus parvulus		NE (2019)		
	Cryptoserphus aculeator		NE (2019)		Cryptoserphus ater (Nees, 1834), nec (Gravenhorst, 1807)
	Cryptoserphus flavipes		NE (2019)		Cryptoserphus brevimanus (Kieffer, 1908)
	Cryptoserphus longitarsis		NE (2019)		Cryptoserphus aculeator auct.
	Nothoserphus boops		NE (2019)		
	Pschornia minora		NE (2019)		Pschornia buccatus auct.
	Tretoserphus foveolatus		NE (2019)		
	Tretoserphus laricis		NE (2019)		
	Tretoserphus perkinsi				
	Disogmus areolator		NE (2019)		Disogmus nigripennis (Thomson, 1857)
	Disogmus basalis		NE (2019)		
	Disogmus bruesi		NE (2019)		Disogmus obsoletus Brues, 1905 nec (Say, 1836)
	Codrus niger		NE (2019)		Codrus pallipes (Nees, 1834)
	Codrus picicornis		NE (2019)		Codrus subclavatus (Hellén, 1941)
	Exallonyx ater		NE (2019)		Exallonyx gracilis Nixon, 1938; Exallonyx aterrimus Hellén, 1941
	Exallonyx brevicornis		NE (2019)		
	Exallonyx confusus		NE (2019)		
	Exallonyx crenicornis				
	Exallonyx formicarius		NE (2019)		
	Exallonyx ligatus		NE (2019)		
	Exallonyx longicornis		NE (2019)		
	Exallonyx microcerus		NE (2019)		
	Exallonyx minor		NE (2019)		
	Exallonyx pallidistigma		NE (2019)		Exallonyx niger auct.
	Exallonyx trichomus		NE (2019)		
	Exallonyx wasmanni		NE (2019)		
	Paracodrus apterogynus		NE (2019)		
	Parthenocodrus elongatus		NE (2019)		Parthenocodrus buccatus (Thomson, 1858); Parthenocodrus fuscipes auct.
	Phaenoserphus borealis		NE (2019)		
	Phaenoserphus chittii		NE (2019)		Phaenoserphus viator auct. (in part)
	Phaenoserphus pallipes				
	Phaenoserphus viator		NE (2019)		
	Phaneroserphus calcar		NE (2019)		Phaneroserphus nigrofemoratus Hellén, 1941
	Proctotrupes brachypterus		NE (2019)		Proctotrupes gladiator Haliday, 1839
	Proctotrupes gravidator		NE (2019)		
	Ismarus dorsiger	Stable population	LC (2019)		
	Ismarus flavicornis	Stable population	LC (2019)		
	Ismarus halidayi	Stable population	LC (2019)		
	Ismarus rugulosus	Stable population	LC (2019)		
	Ismarus spinalis				
	Aclista acuta		NE (2019)		
	Aclista alticollis		NE (2019)		
	Aclista analis		NE (2019)		
	Aclista bitensis		NE (2019)		
	Aclista boops		NE (2019)		
	Aclista cantiana		NE (2019)		
	Aclista dubia		NE (2019)		
	Aclista evadne		NE (2019)		Aclista microtoma (Kieffer, 1909), nec Kieffer, 1909
	Aclista filiformis		NE (2019)		Aclista filicornis (Kieffer, 1907), nec (Kieffer, 1906)
	Aclista flavicornis		NE (2019)		
	Aclista fractinervis		NE (2019)		
	Aclista insolita		NE (2019)		
	Aclista janssoni		NE (2019)		
	Aclista lapponica		NE (2019)		
	Aclista marginalis		NE (2019)		
	Aclista marshalli		NE (2019)		
	Aclista myles				
	Aclista neglecta		NE (2019)		
	Aclista oxytoma		NE (2019)		
	Aclista prolongata		NE (2019)		
	Aclista pseudobitensis		NE (2019)		
	Aclista rufipes		NE (2019)		
	Aclista rufopetiolata		NE (2019)		
	Aclista scutellaris		NE (2019)		
	Aclista soror		NE (2019)		
	Aclista striolata		NE (2019)		
	Aprestes variicornis		NE (2019)		Aprestes graciliventris (Kieffer, 1907); Aprestes aberrans Nixon, 1957
	Belyta abrupta		NE (2019)		
	Belyta boleti	Uncertain records only	NE (2019)		
	Belyta borealis		NE (2019)		Belyta brevicornis (Kieffer, 1909)
	Belyta depressa		NE (2019)		
	Belyta elongata				Pantoclis elongata (Thomson, 1859); Belyta carinifrons (Kieffer, 1909)
	Belyta moniliata		NE (2019)		Belyta monilia auct.
	Belyta nixoni		NE (2019)		
	Belyta pelias		NE (2019)		
	Belyta rugosicollis		NE (2019)		
	Belyta sanguinolenta		NE (2019)		Belyta brachyptera Thomson, 1859
	Belyta seron		NE (2019)		
	Belyta validicornis		NE (2019)		
	Cinetus alce		NE (2019)		
	Cinetus aletes		NE (2019)		
	Cinetus ariantes		NE (2019)		
	Cinetus atriceps		NE (2019)		
	Cinetus brevipetiolatus		NE (2019)		
	Cinetus cameroni		NE (2019)		
	Cinetus ditomus		NE (2019)		
	Cinetus elatior		NE (2019)		
	Cinetus ennius		NE (2019)		
	Cinetus excavatus		NE (2019)		
	Cinetus fuliginosus		NE (2019)		
	Cinetus gaus		NE (2019)		
	Cinetus ilione		NE (2019)		
	Cinetus iridipennis		NE (2019)		
	Cinetus lanceolatus		NE (2019)		
	Cinetus piceus		NE (2019)		
	Cinetus piciventris		NE (2019)		
	Cinetus princeps		NE (2019)		
	Cinetus sequester		NE (2019)		
	Cinetus telon		NE (2019)		
	Cinetus tristis		NE (2019)		
	Lyteba bisulca				Lyteba maculata (Kieffer, 1907); Oxylabis cameroni (Kieffer, 1909); Oxylabis erythropyga Snellen van Vollenhoven, 1877; Lyteba thomsoni (Kieffer, 1916); Lyteba cameroni (Kieffer, 1909); Lyteba erythropyga (Snellen van Vollenhoven, 1877)
	Macrohynnis fragilis		NE (2019)		
	Macrohynnis lepidus		NE (2019)		
	Miota abbreviata		NE (2019)		
	Miota acuminata		NE (2019)		Miota analis (Kieffer, 1910)
	Miota compressa		NE (2019)		
	Miota costalis		NE (2019)		
	Miota docilis		NE (2019)		
	Miota egregia		NE (2019)		Miota egregius (Kieffer, 1910)
	Miota flavidicornis		NE (2019)		
	Miota fungorum		NE (2019)		
	Miota incisa				
	Miota kiefferi				
	Miota macrocera		NE (2019)		
	Miota monilicornis		NE (2019)		
	Miota perplexa		NE (2019)		
	Miota polita		NE (2019)		
	Miota prolongata		NE (2019)		
	Miota thomsoni		NE (2019)		Belyta petiolaris (Nees, 1834)
	Pamis ione		NE (2019)		
	Pantoclis brachyura		NE (2019)		
	Pantoclis breviceps		NE (2019)		
	Pantoclis brevior		NE (2019)		
	Pantoclis brevipennis		NE (2019)		Zygota brevipennis (Kieffer, 1908)
	Pantoclis carinata		NE (2019)		
	Pantoclis fossulata		NE (2019)		Zygota fossulata (Thomson, 1859)
	Pantoclis fuscata		NE (2019)		Zygota fuscata (Thomson, 1859)
	Pantoclis hirtistilus		NE (2019)		
	Pantoclis longipennis		NE (2019)		
	Pantoclis merope		NE (2019)		
	Pantoclis mese		NE (2019)		
	Pantoclis microtoma		NE (2019)		Zygota microtoma (Kieffer, 1909)
	Pantoclis opaca		NE (2019)		
	Pantoclis similis		NE (2019)		
	Pantoclis soluta		NE (2019)		Zygota soluta (Kieffer, 1907)
	Pantoclis striola				
	Pantoclis subaptera		NE (2019)		Zygota subaptera (Thomson, 1859)
	Pantoclis subatricornis		NE (2019)		
	Pantoclis sulcata		NE (2019)		
	Pantoclis trisulcata		NE (2019)		
	Paroxylabis laticeps		NE (2019)		Paroxylabis tuberculata auct.
	Paroxylabis semirufa		NE (2019)		Paroxylabis oxylaboides (Jansson, 1942)
	Paroxylabis spinifer		NE (2019)		
	Scorpioteleia cebes		NE (2019)		
	Scorpioteleia compressa		NE (2019)		
	Scorpioteleia longepetiolata		NE (2019)		Scorpioteleia longiventris (Kieffer, 1910)
	Synbelyta fuscipennis		NE (2019)		Synbelyta longinervis (Kieffer, 1909)
	Zygota balteata		NE (2019)		
	Zygota breviuscula		NE (2019)		
	Zygota claviscapa				Aclista brevicornis (Kieffer, 1909)
	Zygota comitans		NE (2019)		
	Zygota congener		NE (2019)		
	Zygota croton		NE (2019)		
	Zygota excisor		NE (2019)		Zygota excisipes (Kieffer, 1908)
	Zygota nigra		NE (2019)		
	Zygota parallela		NE (2019)		Zygota macroneura (Kieffer, 1909)
	Zygota pubescens		NE (2019)		
	Zygota ruficornis		NE (2019)		Zygota dentatipes (Kieffer, 1908); Zygota norvegica (Kieffer, 1912)
	Zygota sordida				
	Zygota spinosa		NE (2019)		
	Zygota spinosipes		NE (2019)		
	Zygota villosa		NE (2019)		
	Acanopsilus heterocerus		NE (2019)		
	Acanosema nervosum		NE (2019)		
	Acanosema productus		NE (2019)		
	Anommatium ashmeadi		NE (2019)		Anommatium myrmicaria (Jansson, 1956)
	Opazon apertum				
	Opazon frigidum				
	Opazon incrassatum		NE (2019)		
	Opazon parvulum		NE (2019)		Opazon fuscicornis (Kieffer, 1909)
	Pantolyta atrata				Pantolyta fuscipes Kieffer, 1908
	Pantolyta flaviventris		NE (2019)		Acropiesta flaviventris (Thomson, 1858)
	Pantolyta hadrosoma				
	Pantolyta macrocera		NE (2019)		Acropiesta macrocera (Thomson, 1858)
	Pantolyta nitida		NE (2019)		Acropiesta nitida (Thomson, 1858)
	Pantolyta nixoni				
	Pantolyta pallida		NE (2019)		
	Pantolyta radialis		NE (2019)		Acropiesta radialis Hellén, 1964
	Pantolyta rufiventris		NE (2019)		Acropiesta xanthura Kieffer, 1913; Acropiesta rufiventris Kieffer, 1909
	Pantolyta sciarivora		NE (2019)		Acropiesta flavipes Kieffer, 1909; Acropiesta sciarivora (Kieffer, 1907)
	Pantolyta semirufa		NE (2019)		
	Polypeza ciliata		NE (2019)		Polypeza borealis Petersen, 1956
	Psilomma dubium		NE (2019)		
	Psilomma fuscicornis		NE (2019)		
	Synacra brachialis		NE (2019)		Synacra brevipennis Kieffer, 1910
	Synacra giraudi		NE (2019)		
	Synacra holconota		NE (2019)		Synacra nigriceps (Kieffer, 1910)
	Synacra paupera		NE (2019)		
	Synacra sociabilis		NE (2019)		
	Basalys abrupta		NE (2019)		
	Basalys cymocles		NE (2019)		
	Basalys dispar				
	Basalys fumipennis		NE (2019)		
	Basalys longipennis				
	Basalys parva		NE (2019)		Basalys cursitans (Kieffer, 1911)
	Basalys stramineipes		NE (2019)		
	Basalys tripartita				
	Basalys tritoma		NE (2019)		Basalys planifrons (Tomšik, 1948)
	Basalys tuberculata		NE (2019)		
	Diapria conica		NE (2019)		Diapria laminata auct.
	Diapria nigricornis		NE (2019)		Diapria elongata Thomson, 1859
	Monelata cincta		NE (2019)		Corynopria cincta (Haliday, 1857)
	Monelata parvula		NE (2019)		Corynopria parvula (Nees, 1834)
	Monelata rufipes		NE (2019)		Corynopria rufipes (Kieffer, 1909)
	Monelata solida				
	Trichopria aequata		NE (2019)		Trichopria carinata (Thomson, 1859)
	Trichopria aptera		NE (2019)		
	Trichopria basalis		NE (2019)		Trichopria ciliaris Kieffer, 1911
	Trichopria cameroni		NE (2019)		
	Trichopria fucicola		NE (2019)		
	Trichopria hyalinipennis		NE (2019)		Trichopria hyalipennis auct.
	Trichopria modesta		NE (2019)		
	Trichopria morio		NE (2019)		
	Trichopria nigra		NE (2019)		
	Trichopria nixoni		NE (2019)		
	Trichopria oogaster		NE (2019)		
	Trichopria oxygaster				
	Trichopria tenuicornis		NE (2019)		
	Trichopria tritoma		NE (2019)		
	Trichopria verticillata		NE (2019)		
	Viennopria lacustris		NE (2019)		Viennopria priesneri Jansson, 1953
	Aneurhynchus galesiformis		NE (2019)		
	Aneurhynchus longicornis		NE (2019)		
	Aneurhynchus pentatomus		NE (2019)		
	Aneurhynchus ruficornis		NE (2019)		
	Aneuropria foersteri		NE (2019)		Aneuropria subpilosa (Kieffer, 1911)
	Labolips innupta		NE (2019)		
	Coptera punctata		NE (2019)		
	Psilus acutangulus		NE (2019)		Psilus cephalotes Hellén, 1958
	Psilus caecutiens		NE (2019)		
	Psilus cornutus		NE (2019)		
	Psilus frontalis		NE (2019)		
	Psilus fuscipennis		NE (2019)		Psilus cornutus auct. (part)
	Psilus parvulus		NE (2019)		
	Psilus subapterus		NE (2019)		
	Psilus submonilis		NE (2019)		
	Entomacis balloona				Entomacis curticera Chemyreva, 2014
	Entomacis graeffei				
	Entomacis penelope		NE (2019)		
	Entomacis perplexa				Entomacis biguttata (Kieffer, 1911)
	Entomacis platyptera				Entomacis cordata Kieffer, 1911
	Idiotypa mariae				Idiotypa marii Gregor, 1939
	Idiotypa maritima				Idiotypa nigriceps Kieffer, 1911; Idiotypa rufiventris (Thomson, 1859)
	Paramesius belytoides		NE (2019)		Paramesius rufipes Westwood, 1832; Paramesius westwoodi Fergusson, 1977
	Paramesius brachypterus		NE (2019)		
	Paramesius crassicornis				
	Paramesius rufipes		NE (2019)		Paramesius elongatus Thomson, 1859
	Spilomicrus abnormis		NE (2019)		
	Spilomicrus annulicornis		NE (2019)		
	Spilomicrus bipunctatus		NE (2019)		
	Spilomicrus brevimalaris				
	Spilomicrus crassiclavis		NE (2019)		
	Spilomicrus diversus				
	Spilomicrus flavipes		NE (2019)		
	Spilomicrus formosus		NE (2019)		
	Spilomicrus hemipterus				Spilomicrus autumnalis Kieffer, 1911
	Spilomicrus integer		NE (2019)		
	Spilomicrus latus				
	Spilomicrus modestus		NE (2019)		
	Spilomicrus politus				
	Spilomicrus rufitarsis				
	Spilomicrus stigmaticalis				Spilomicrus nigripes Thomson, 1859; Spilomicrus basalyformis Marshall, 1868
paljepistiäinen	Mymaromma anomalum		LC (2019)		Petiolaria anomala Blood & Kryger, 1922
	Alaptus fusculus		NE (2019)		Alaptus foersteri Soyka, 1939
	Alaptus minimus		NE (2019)		
	Alaptus pallidicornis		NE (2019)		Alaptus pallidornis Förster, 1856
	Alaptus schmitzi		NE (2019)		
	Alaptus stammeri		NE (2019)		
	Alaptus terebrans		NE (2019)		
	Anagrus atomus		NE (2019)		
	Anagrus bakkendorfi				Anagrus avalae Soyka, 1956
	Anagrus ensifer		NE (2019)		
	Anagrus fennicus		NE (2019)		
	Anagrus incarnatus		NE (2019)		Anagrus breviphragma Soyka, 1956; Anagrus incarnatosimilis Soyka, 1956
	Anagrus nigriceps		NE (2019)		
	Anagrus obscurus		NE (2019)		
	Anagrus parvus		NE (2019)		Anagrus ustulatus Haliday, 1833 sensu Chiappini 1989
	Anagrus subfuscus				
	Anagrus optabilis		NE (2019)		
	Anaphes arenbergi				
	Anaphes brevicornis				
	Anaphes crassipennis		NE (2019)		Anaphes acutipennis (Soyka, 1949); Anaphes fennicus (Soyka, 1955)
	Anaphes ensipennis				
	Anaphes flavipes		NE (2019)		
	Anaphes gauthieri				
	Anaphes globosicornis				
	Anaphes koponeni				
	Anaphes medius				
	Anaphes ovipositor				
	Anaphes regulus		NE (2019)		Anaphes autumnalis Förster, 1847
	Anaphes stygius		NE (2019)		
	Anaphes brevis				
	Anaphes collinus				
	Anaphes crassicornis				
	Anaphes crassipilis				
	Anaphes crassus				
	Anaphes debilipennis				
	Anaphes diana		NE (2019)		Anaphes lameerei (Debauche, 1948)
	Anaphes lineipennis				
	Anaphes longicornis				
	Anaphes paukkuneni				
	Anaphes silesicus		NE (2019)		Anaphes calvescens Debauche, 1948
	Anaphes varkonyii				
	Arescon dimidiatus		NE (2019)		
	Arescon iridescens		NE (2019)		
	Camptoptera cardui		NE (2019)		Camptoptera aula Debauche, 1948
	Camptoptera magna		NE (2019)		
	Camptoptera papaveris		NE (2019)		
	Cleruchus megatrichus		NE (2019)		
	Cleruchus pluteus		NE (2019)		
	Cleruchus taktochno		NE (2019)		
	Cosmocomoidea atra		NE (2019)		Gonatocerus ater Förster, 1841
	Cosmocomoidea oxypygus		NE (2019)		Gonatocerus oxypygus Förster, 1856
	Cosmocomoidea tremulae		NE (2019)		Gonatocerus tremulae (Bakkendorf, 1934)
	Dicopus minutissimus		NE (2019)		
	Dicopus moscovit		NE (2019)		
	Erythmelus agilis		NE (2019)		
	Erythmelus dichromocnemus		NE (2019)		Erythmelus lygivorus (Viggiani & Fusu, 1985)
	Erythmelus flavovarius		NE (2019)		Erythmelus goochi Enock, 1909
	Erythmelus panis		NE (2019)		
	Eustochus cinctus		NE (2019)		Caraphractus natans (Lubbock, 1863); Caraphractus flavicollis Hellén, 1974; Caraphractus cinctus Walker, 1846
	Eustochus atripennis		NE (2019)		
	Eustochus koponeni		NE (2019)		
	Gonatocerus fuscicornis		NE (2019)		Gonatocerus sulphuripes (Förster, 1847)
	Gonatocerus longicornis		NE (2019)		Gonatocerus terebrator (Förster, 1847)
	Gonatocerus minor		NE (2019)		
	Gonatocerus pictus		NE (2019)		
	Litus cynipseus		NE (2019)		
	Lymaenon aureus		NE (2019)		Gonatocerus chrysis (Debauche, 1948); Gonatocerus aureus Girault, 1911
	Lymaenon gracilentus		NE (2019)		Gonatocerus gracilentus Hellén, 1974
	Lymaenon litoralis		NE (2019)		Gonatocerus pulchellus Hellén, 1974; Gonatocerus litoralis (Haliday, 1833)
	Lymaenon longior		NE (2019)		Gonatocerus longior Soyka, 1946
	Mymar pulchellum		NE (2019)		
	Mymar regale		NE (2019)		
	Ooctonus hemipterus		NE (2019)		
	Ooctonus insignis		NE (2019)		
	Ooctonus notatus		NE (2019)		Ooctonus heterotomus Förster, 1847
	Ooctonus novickyi		NE (2019)		
	Ooctonus sublaevis		NE (2019)		Ooctonus dovrensis Solem & Sveum, 1980
	Ooctonus vulgatus		NE (2019)		
	Polynema atratum				Polynema aequicoloratum (Soyka, 1950); Polynema arcticum Soyka, 1956; Polynema auripedicellatum (Soyka, 1950); Polynema calceatiscapus (Soyka, 1950); Polynema fennicosimile (Soyka, 1950); Polynema fennicum Soyka, 1946
	Polynema euchariforme		NE (2019)		
	Polynema flavipes		NE (2019)		
	Polynema fumipenne		NE (2019)		
	Polynema fuscipes		NE (2019)		Polynema atrum (Soyka, 1956)
	Polynema gracile		NE (2019)		
	Polynema halidayi		NE (2019)		
	Polynema laetum		NE (2019)		
	Polynema neorectum		NE (2019)		
	Polynema nigriceps		NE (2019)		
	Polynema parvipennis		NE (2019)		
	Polynema pusilloides		NE (2019)		
	Polynema pusillum		NE (2019)		
	Polynema valkenburgense		NE (2019)		
	Polynema vitripenne		NE (2019)		Polynema depressicollis Hellén, 1974
	Stephanodes similis		NE (2019)		
	Stethynium triclavatum		NE (2019)		
	Epicopterus choreiformis		NE (2019)		
	Eunotus areolatus		NE (2019)		
	Eunotus cretaceus		NE (2019)		
	Eunotus hofferi		NE (2019)		
	Eunotus nigriclavis		NE (2019)		
	Eunotus parvulus		NE (2019)		
	Scutellista obscura		NE (2019)		
	Acerophagus austriacus		NE (2019)		
	Adelencyrtus intersectus		NE (2019)		Epitetracnemus zetterstedtii (Westwood, 1837); Epitetracnemus intersectus (Fonscolombe, 1832)
	Agekianella notatifemur		NE (2019)		Agekianella koponeni Trjapitzin, 1981
	Ageniaspis atricollis		NE (2019)		
	Ageniaspis fuscicollis		NE (2019)		
	Ageniaspis longicornis		NE (2019)		
	Ageniaspis testaceipes				
	Aphycaspis snoflaki		NE (2019)		
	Aphycoides clavellatus		NE (2019)		
	Aphycoides niger		NE (2019)		
	Aphycoides speciosus		NE (2019)		Aphycoides czekiacus Özdikman, 2011
	Aphyculus zavadili		NE (2019)		
	Aphycus apicalis		NE (2019)		
	Aphycus sumavicus		NE (2019)		
	Arrhenophagus chionaspidis		NE (2019)		
	Baeocharis pascuorum		NE (2019)		
	Blastothrix sericea		NE (2019)		Blastothrix britannica auct.
	Blastothrix truncatipennis		NE (2019)		Blastothrix trjapitzini Sugonjaev, 1976
	Bothriothorax aralius		NE (2019)		
	Bothriothorax callosus		NE (2019)		
	Bothriothorax clavicornis		NE (2019)		Bothriothorax conformis Thomson, 1876
	Bothriothorax ghesquieri	Anthropogenic	NE (2019)		
	Bothriothorax intermedius		NE (2019)		
	Bothriothorax koponeni		NE (2019)		
	Bothriothorax paradoxus		NE (2019)		Bothriothorax clavicornis auct.
	Bothriothorax serratellus		NE (2019)		Bothriothorax serratulus auct.
	Bothriothorax trichops		NE (2019)		
	Bothriothorax wichmani		NE (2019)		
	Brachyencyrtus araneoides		NE (2019)		
	Cerapterocerus mirabilis		NE (2019)		Cerapterocerus celadus (Walker, 1838)
	Cerchysiella centennalis		NE (2019)		
	Cerchysiella laeviscutum		NE (2019)		
	Cerchysiella planiscutellum		NE (2019)		
	Cerchysius gigas		NE (2019)		
	Cerchysius subplanus		NE (2019)		
	Cercobelus jugaeus		NE (2019)		
	Cheiloneurus elegans		NE (2019)		
	Cheiloneurus paralia		NE (2019)		Cheiloneurus formosus Boheman, 1852
	Cheiloneurus rediculus		NE (2019)		
	Cheiloneurus submuticus		NE (2019)		
	Coelopencyrtus arenarius		NE (2019)		Coelopencyrtus malyshevi Trjapitzin, 1960
	Coelopencyrtus callidii		NE (2019)		
	Copidosoma agrotis		NE (2019)		Copidosoma auricollis (Thomson, 1876)
	Copidosoma aithyia		NE (2019)		Copidosoma phalaenarum (Thomson, 1876)
	Copidosoma albipes		NE (2019)		
	Copidosoma anceus		NE (2019)		
	Copidosoma ancharus		NE (2019)		
	Copidosoma aretas		NE (2019)		
	Copidosoma babas		NE (2019)		
	Copidosoma bolivari		NE (2019)		
	Copidosoma boreale		NE (2019)		
	Copidosoma boucheanum				
	Copidosoma cervius		NE (2019)		Copidosoma truncatulum (Thomson, 1876)
	Copidosoma chalconotum		NE (2019)		
	Copidosoma charon		NE (2019)		
	Copidosoma cuproviridis		NE (2019)		
	Copidosoma cyaneum		NE (2019)		
	Copidosoma dius		NE (2019)		
	Copidosoma filicorne		NE (2019)		
	Copidosoma flagellare		NE (2019)		
	Copidosoma fuscisquama		NE (2019)		
	Copidosoma genale		NE (2019)		
	Copidosoma iracundum		NE (2019)		
	Copidosoma peticus		NE (2019)		Copidosoma triangulare (Thomson, 1876)
	Copidosoma radnense		NE (2019)		
	Copidosoma ratzeburgi		NE (2019)		
	Copidosoma savsdargi	Anthropogenic	NE (2019)		
	Copidosoma serricorne		NE (2019)		
	Copidosoma sosares		NE (2019)		
	Copidosoma subalbicorne	Anthropogenic	NE (2019)		
	Copidosoma terebrator		NE (2019)		Copidosoma bohemicum Hoffer, 1969
	Copidosoma thebe		NE (2019)		Copidosoma clavigerum (Mercet, 1921)
	Copidosoma tibiale		NE (2019)		
	Copidosoma truncatellum		NE (2019)		
	Discodes aeneus		NE (2019)		
	Echthroplexiella tertia		NE (2019)		
	Echthroplexis puncticollis		NE (2019)		
	Ectroma arenarium		NE (2019)		
	Ectroma reinhardi		NE (2019)		
	Encyrtus albitarsis		NE (2019)		Encyrtus morio auct.
	Encyrtus aurantii	Anthropogenic	NE (2019)		Encyrtus lecaniorum (Mayr, 1876); Encyrtus niveitarsis auct.
	Encyrtus infidus		NE (2019)		Encyrtus scutellatus (Swederus, 1795); Encyrtus obscurus Dalman, 1820
	Encyrtus swederi		NE (2019)		
	Eucoccidophagus karelianus		NE (2019)		
	Eugahania fumipennis		NE (2019)		
	Eusemion cornigerum		NE (2019)		
